"claim_id","accident_date","transaction_date","payment_amount"
3288,2018-10-19,"2018-11-29",7093.02
4290,2018-10-08,"2018-11-29",1843.45
1202,2016-11-20,"2018-11-30",4704.61
2496,2017-09-24,"2018-11-30",5320.73
2969,2017-11-04,"2018-11-30",703.86
4169,2018-07-22,"2018-11-30",224.32
4246,2018-02-06,"2018-11-30",1029.42
4333,2018-06-02,"2018-11-30",10721.8
4517,2018-03-19,"2018-11-30",0
2912,2017-07-22,"2018-12-01",77.65
3657,2018-06-28,"2018-12-01",1390.28
3722,2018-10-27,"2018-12-01",0
3945,2018-02-26,"2018-12-01",16516.27
4190,2018-07-28,"2018-12-01",3415.26
4218,2018-05-17,"2018-12-01",2265.3
4292,2018-06-25,"2018-12-01",1358.93
4363,2018-09-11,"2018-12-01",2775.7
4471,2018-05-30,"2018-12-01",2989.76
4621,2018-11-04,"2018-12-01",793.65
3193,2018-09-05,"2018-12-02",3548.02
3307,2018-04-10,"2018-12-02",15533.86
3403,2018-09-27,"2018-12-02",52.47
3423,2018-11-26,"2018-12-02",858.02
3606,2018-02-03,"2018-12-02",20380.39
4209,2018-08-23,"2018-12-02",5737.42
4524,2018-06-06,"2018-12-02",10059.87
4567,2018-06-14,"2018-12-02",119.93
3451,2018-05-26,"2018-12-03",120.08
3904,2018-09-29,"2018-12-03",587.05
3925,2018-03-31,"2018-12-03",1724.16
4310,2018-08-23,"2018-12-03",3186.62
4444,2018-11-18,"2018-12-03",1530.27
2389,2017-11-10,"2018-12-04",196.63
3112,2018-03-24,"2018-12-04",939.71
3194,2018-08-01,"2018-12-04",1262.96
3290,2018-08-13,"2018-12-04",166.7
3949,2018-09-11,"2018-12-04",191.91
4292,2018-06-25,"2018-12-04",642.47
4732,2018-02-18,"2018-12-04",520.12
3130,2018-07-19,"2018-12-05",659.43
3479,2018-10-02,"2018-12-05",3646.88
3552,2018-05-14,"2018-12-05",1400.92
3865,2018-07-28,"2018-12-05",103
4056,2018-08-17,"2018-12-05",11830.49
4538,2018-09-11,"2018-12-05",2977.64
4654,2018-01-26,"2018-12-05",87.3
3898,2018-06-17,"2018-12-06",12430.51
3941,2018-06-07,"2018-12-06",15566.03
4278,2018-07-03,"2018-12-06",7314.51
4605,2018-09-28,"2018-12-06",12497.25
4749,2018-02-05,"2018-12-06",61.67
4759,2018-07-03,"2018-12-06",2229.51
3360,2018-01-07,"2018-12-07",10.13
3371,2018-08-22,"2018-12-07",8831.85
3394,2018-05-12,"2018-12-07",3956.31
3539,2018-09-14,"2018-12-07",0
4049,2018-05-17,"2018-12-07",493.97
4056,2018-08-17,"2018-12-07",0
4535,2018-05-27,"2018-12-07",2398.17
4725,2018-09-09,"2018-12-07",3262.56
4749,2018-02-05,"2018-12-07",151.07
2684,2017-05-22,"2018-12-08",148.3
2847,2017-06-26,"2018-12-08",433.84
4084,2018-10-16,"2018-12-08",20561.61
4331,2018-02-27,"2018-12-08",1727.38
4356,2018-02-27,"2018-12-08",902.43
4564,2018-07-13,"2018-12-08",17728.34
4664,2018-08-16,"2018-12-08",8591.5
3031,2017-12-29,"2018-12-09",2298.01
3316,2018-03-20,"2018-12-09",287.82
4315,2018-06-30,"2018-12-09",3299.39
1893,2017-06-12,"2018-12-10",0
2381,2017-12-23,"2018-12-10",7081.19
2552,2017-11-10,"2018-12-10",1544.21
2622,2017-12-03,"2018-12-10",0
2954,2017-12-12,"2018-12-10",563.57
3263,2018-08-02,"2018-12-10",525.11
3327,2018-09-02,"2018-12-10",84.26
3417,2018-07-07,"2018-12-10",5135.72
3831,2018-09-20,"2018-12-10",237.92
4598,2018-10-17,"2018-12-10",29615.45
3196,2018-04-27,"2018-12-11",0
3520,2018-11-29,"2018-12-11",76676.59
4217,2018-10-08,"2018-12-11",1624.52
4240,2018-07-08,"2018-12-11",6045.29
2267,2017-03-15,"2018-12-12",21594.47
2495,2017-12-10,"2018-12-12",26384.66
2564,2017-04-09,"2018-12-12",3750.11
3398,2018-09-20,"2018-12-12",405.8
4258,2018-04-16,"2018-12-12",283.57
4259,2018-09-25,"2018-12-12",838.83
4283,2018-09-09,"2018-12-12",13675.79
4403,2018-05-18,"2018-12-12",1806.07
4556,2018-10-20,"2018-12-12",301.1
1804,2017-12-03,"2018-12-13",1717.39
1955,2017-08-16,"2018-12-13",1664.61
3226,2018-03-26,"2018-12-13",6555.64
3346,2018-03-13,"2018-12-13",16928.65
3392,2018-07-04,"2018-12-13",548.3
3482,2018-02-04,"2018-12-13",18301.74
3615,2018-08-28,"2018-12-13",10542.86
4286,2018-09-13,"2018-12-13",25398.02
4369,2018-06-24,"2018-12-13",6367.25
4638,2018-10-07,"2018-12-13",0
2119,2017-12-30,"2018-12-14",820.52
3146,2018-03-28,"2018-12-14",318.87
3947,2018-11-18,"2018-12-14",1742.46
4190,2018-07-28,"2018-12-14",2715.51
4405,2018-06-22,"2018-12-14",209.11
4592,2018-11-24,"2018-12-14",2086.94
4705,2018-05-29,"2018-12-14",4274.22
3049,2017-10-03,"2018-12-15",210.29
3223,2018-02-10,"2018-12-15",2038.19
3546,2018-09-24,"2018-12-15",711.94
4213,2018-08-19,"2018-12-15",16848.61
4346,2018-09-18,"2018-12-15",0
4492,2018-06-06,"2018-12-15",910.28
4221,2018-07-16,"2018-12-16",0
4332,2018-05-10,"2018-12-16",2824.7
4421,2018-05-03,"2018-12-16",572.02
2501,2017-03-26,"2018-12-17",337.29
3388,2018-06-09,"2018-12-17",5387.51
3791,2018-06-21,"2018-12-17",5250.46
3839,2018-07-16,"2018-12-17",503.26
3980,2018-10-13,"2018-12-17",213.11
4012,2018-09-23,"2018-12-17",18987.53
4021,2018-04-05,"2018-12-17",161.97
4092,2018-10-14,"2018-12-17",1977.62
4202,2018-02-11,"2018-12-17",848.47
4259,2018-09-25,"2018-12-17",743.53
4596,2018-10-06,"2018-12-17",3112.35
4603,2018-09-01,"2018-12-17",4857.13
1785,2017-11-22,"2018-12-18",2659.78
2538,2017-01-03,"2018-12-18",12964.92
3161,2018-03-18,"2018-12-18",0
3244,2018-12-09,"2018-12-18",4095.37
3285,2018-07-23,"2018-12-18",192.96
3304,2018-10-20,"2018-12-18",737.46
3632,2018-03-23,"2018-12-18",49.93
3891,2018-11-04,"2018-12-18",224.95
4072,2018-08-14,"2018-12-18",919.04
4181,2018-11-13,"2018-12-18",0
4285,2018-08-03,"2018-12-18",5070.83
4728,2018-09-15,"2018-12-18",726.22
2862,2017-08-01,"2018-12-19",445.03
3308,2018-01-02,"2018-12-19",463.57
3836,2018-07-31,"2018-12-19",99.26
4014,2018-09-23,"2018-12-19",1370.58
4291,2018-01-08,"2018-12-19",1412.5
4466,2018-04-26,"2018-12-19",945.92
3116,2018-02-11,"2018-12-20",477.83
3659,2018-11-22,"2018-12-20",3441.1
4046,2018-08-02,"2018-12-20",5626.96
4570,2018-01-23,"2018-12-20",1137.96
1964,2017-11-12,"2018-12-21",0
3032,2017-12-30,"2018-12-21",42223.11
3870,2018-03-22,"2018-12-21",473.92
4246,2018-02-06,"2018-12-21",1353.37
4372,2018-09-15,"2018-12-21",1444.62
4539,2018-09-06,"2018-12-21",6131.18
2660,2017-11-14,"2018-12-22",9730.04
3345,2018-09-12,"2018-12-22",197.03
3462,2018-03-14,"2018-12-22",33.04
3627,2018-09-28,"2018-12-22",3015.98
3874,2018-07-16,"2018-12-22",5762.58
3973,2018-12-05,"2018-12-22",434.51
4247,2018-08-02,"2018-12-22",692.33
4300,2018-11-07,"2018-12-22",8790.2
4550,2018-07-17,"2018-12-22",144379.75
4552,2018-05-06,"2018-12-22",-507.52
3281,2018-10-20,"2018-12-23",5875.15
4138,2018-05-19,"2018-12-23",7266.46
4607,2018-09-18,"2018-12-23",10660.95
4627,2018-03-25,"2018-12-23",1521.71
2322,2017-08-02,"2018-12-24",148.69
3159,2018-05-30,"2018-12-24",5020.8
3165,2018-11-10,"2018-12-24",90166.87
3474,2018-10-26,"2018-12-24",1630.23
3525,2018-08-24,"2018-12-24",1044.75
3539,2018-09-14,"2018-12-24",28297.94
3591,2018-07-10,"2018-12-24",2171.71
3699,2018-02-06,"2018-12-24",15804.4
3720,2018-03-03,"2018-12-24",281.2
3756,2018-03-07,"2018-12-24",33995.92
4050,2018-11-04,"2018-12-24",3370.19
4068,2018-09-06,"2018-12-24",0
2731,2017-04-22,"2018-12-25",535.17
3295,2018-10-17,"2018-12-25",3492.96
3349,2018-09-17,"2018-12-25",193.58
3401,2018-10-29,"2018-12-25",18705.6
3852,2018-07-19,"2018-12-25",4858.89
3976,2018-03-18,"2018-12-25",349.71
4641,2018-07-18,"2018-12-25",8224.53
2459,2017-04-16,"2018-12-26",81.04
3186,2018-02-18,"2018-12-26",559.22
3642,2018-12-17,"2018-12-26",11110.19
4093,2018-10-05,"2018-12-26",3430.88
4396,2018-11-01,"2018-12-26",3464.52
4420,2018-11-21,"2018-12-26",2038.72
2873,2017-12-29,"2018-12-27",404.63
3383,2018-03-23,"2018-12-27",195.43
3590,2018-10-18,"2018-12-27",1281.33
4307,2018-12-02,"2018-12-27",48.47
4377,2018-10-07,"2018-12-27",580.33
4567,2018-06-14,"2018-12-27",184.04
2488,2017-09-13,"2018-12-28",147.56
2964,2017-11-12,"2018-12-28",1316.57
3032,2017-12-30,"2018-12-28",13532.52
3418,2018-10-31,"2018-12-28",7266.95
3665,2018-06-24,"2018-12-28",388.77
3805,2018-10-16,"2018-12-28",165
3837,2018-08-19,"2018-12-28",297.92
4247,2018-08-02,"2018-12-28",595.72
4373,2018-11-15,"2018-12-28",102.02
4630,2018-10-04,"2018-12-28",4681.59
2498,2017-10-15,"2018-12-29",404.98
3371,2018-08-22,"2018-12-29",21818.88
3469,2018-01-12,"2018-12-29",-455.79
3469,2018-01-12,"2018-12-29",2751.3
3499,2018-03-16,"2018-12-29",128.06
3926,2018-10-30,"2018-12-29",4934.75
4010,2018-09-15,"2018-12-29",694.88
4163,2018-09-22,"2018-12-29",6184.48
4176,2018-10-02,"2018-12-29",1388.52
4305,2018-08-30,"2018-12-29",8493.31
1856,2017-11-05,"2018-12-30",3257.01
2784,2017-12-11,"2018-12-30",578.78
3900,2018-08-12,"2018-12-30",8191.09
4603,2018-09-01,"2018-12-30",1064.2
2935,2017-07-04,"2018-12-31",227.15
3271,2018-07-27,"2018-12-31",0
3657,2018-06-28,"2018-12-31",2133.47
3807,2018-05-19,"2018-12-31",16995.4
4111,2018-10-28,"2018-12-31",95.29
4121,2018-12-08,"2018-12-31",4024.38
4343,2018-05-14,"2018-12-31",3381.81
4427,2018-11-25,"2018-12-31",1069.7
3127,2018-07-03,"2019-01-01",18796.96
3381,2018-03-03,"2019-01-01",0
3569,2018-10-17,"2019-01-01",514.85
3683,2018-10-21,"2019-01-01",2437.48
4760,2018-05-12,"2019-01-01",2751.42
3201,2018-01-23,"2019-01-02",16084.66
3233,2018-10-27,"2019-01-02",4901.86
3572,2018-10-02,"2019-01-02",1642.32
3626,2018-07-22,"2019-01-02",2231.46
3660,2018-08-16,"2019-01-02",739.78
4224,2018-08-04,"2019-01-02",21955.97
4654,2018-01-26,"2019-01-02",214.55
1898,2017-09-17,"2019-01-03",2162.39
2598,2017-08-21,"2019-01-03",391.76
3233,2018-10-27,"2019-01-03",0
3633,2018-08-10,"2019-01-03",743.62
3698,2018-04-20,"2019-01-03",-341.12
4013,2018-07-03,"2019-01-03",806.79
4130,2018-08-04,"2019-01-03",315.87
4293,2018-09-12,"2019-01-03",1378.49
4405,2018-06-22,"2019-01-03",45.17
3225,2018-11-28,"2019-01-04",251.7
3432,2018-02-17,"2019-01-04",151.78
3501,2018-07-25,"2019-01-04",-446.56
3688,2018-07-16,"2019-01-04",1290.83
3772,2018-05-17,"2019-01-04",16005.36
3805,2018-10-16,"2019-01-04",205.99
4239,2018-02-12,"2019-01-04",2333.75
4495,2018-11-20,"2019-01-04",3646.96
4745,2018-08-11,"2019-01-04",855.8
4745,2018-08-11,"2019-01-04",2539.1
2548,2017-10-17,"2019-01-05",12082.09
3122,2018-09-28,"2019-01-05",166.05
3124,2018-08-03,"2019-01-05",3216.08
3312,2018-06-11,"2019-01-05",755.06
3568,2018-06-12,"2019-01-05",2783.01
3651,2018-10-26,"2019-01-05",8269.89
3788,2018-04-03,"2019-01-05",1127.67
3988,2018-10-10,"2019-01-05",5301.85
4006,2018-11-12,"2019-01-05",71.08
4006,2018-11-12,"2019-01-05",124.97
4363,2018-09-11,"2019-01-05",2667.64
4632,2018-01-25,"2019-01-05",565.37
4654,2018-01-26,"2019-01-05",30.39
4705,2018-05-29,"2019-01-05",18331.51
814,2016-10-15,"2019-01-06",471.28
3128,2018-05-14,"2019-01-06",1623.85
3231,2018-05-22,"2019-01-06",7561.61
3776,2018-11-21,"2019-01-06",15875.58
3911,2018-08-05,"2019-01-06",0
4086,2018-12-16,"2019-01-06",1956.34
4217,2018-10-08,"2019-01-06",211.46
4240,2018-07-08,"2019-01-06",6928.5
4757,2018-06-10,"2019-01-06",3539.62
2156,2017-10-13,"2019-01-07",14719.8
2373,2017-01-10,"2019-01-07",2325.33
3287,2018-05-05,"2019-01-07",5365.94
3728,2018-08-26,"2019-01-07",12003.42
4137,2018-06-08,"2019-01-07",1349.34
4467,2018-09-09,"2019-01-07",1359.77
4587,2018-11-11,"2019-01-07",3917.97
4699,2018-07-08,"2019-01-07",5077.82
3139,2018-09-13,"2019-01-08",233.41
3260,2018-09-18,"2019-01-08",307.76
3691,2018-08-19,"2019-01-08",14051.64
3792,2018-09-08,"2019-01-08",2358.6
3915,2018-05-26,"2019-01-08",448.08
4011,2018-04-28,"2019-01-08",201075.96
2156,2017-10-13,"2019-01-09",34743.39
2551,2017-02-11,"2019-01-09",1462.32
3116,2018-02-11,"2019-01-09",1035.05
3167,2018-04-24,"2019-01-09",10626.31
3360,2018-01-07,"2019-01-09",363.7
3542,2018-11-01,"2019-01-09",798.4
3586,2018-06-03,"2019-01-09",1585.39
3650,2018-04-25,"2019-01-09",158.39
3714,2018-09-21,"2019-01-09",371.87
4044,2018-06-29,"2019-01-09",2913.81
4062,2018-12-24,"2019-01-09",488.02
4249,2018-03-29,"2019-01-09",829.15
3238,2018-12-01,"2019-01-10",44.12
3292,2018-11-27,"2019-01-10",551.22
3494,2018-09-14,"2019-01-10",26263.98
3545,2018-05-01,"2019-01-10",283.23
3626,2018-07-22,"2019-01-10",2020.6
3923,2018-12-11,"2019-01-10",31723.53
4319,2018-05-24,"2019-01-10",1663.97
4348,2018-08-25,"2019-01-10",710.26
4534,2018-09-13,"2019-01-10",3894.79
2763,2017-11-21,"2019-01-11",84.94
3834,2018-10-03,"2019-01-11",21867.69
4006,2018-11-12,"2019-01-11",243.8
4158,2018-07-26,"2019-01-11",8269.81
4668,2018-12-27,"2019-01-11",0
3120,2018-09-12,"2019-01-12",4168.12
3188,2018-11-21,"2019-01-12",5349.73
3434,2018-10-15,"2019-01-12",5481.32
3473,2018-08-28,"2019-01-12",9081.89
3614,2018-01-06,"2019-01-12",122
3915,2018-05-26,"2019-01-12",92.41
4040,2018-12-25,"2019-01-12",197.85
4097,2018-02-18,"2019-01-12",1768.66
4300,2018-11-07,"2019-01-12",6765.52
6392,2019-01-04,"2019-01-12",2375.23
3157,2018-03-23,"2019-01-13",572.47
3492,2018-05-20,"2019-01-13",1666.51
3579,2018-06-10,"2019-01-13",3601.78
3760,2018-10-29,"2019-01-13",4612.19
3826,2018-04-21,"2019-01-13",1061.77
3871,2018-07-03,"2019-01-13",45787.97
4189,2018-12-30,"2019-01-13",74666.46
2187,2017-10-03,"2019-01-14",0.5
3180,2018-10-22,"2019-01-14",13723.12
3826,2018-04-21,"2019-01-14",7610.96
4587,2018-11-11,"2019-01-14",5018.65
2836,2017-07-19,"2019-01-15",3039.55
3272,2018-11-17,"2019-01-15",49.89
3627,2018-09-28,"2019-01-15",13394.43
3679,2018-09-09,"2019-01-15",271.62
3952,2018-05-12,"2019-01-15",12056.74
4294,2018-10-16,"2019-01-15",10162.04
4483,2018-06-15,"2019-01-15",2543.3
4579,2018-03-09,"2019-01-15",4586.28
4651,2018-06-12,"2019-01-15",10685.98
1771,2017-11-10,"2019-01-16",22907.95
1966,2017-12-18,"2019-01-16",1624.17
3536,2018-09-13,"2019-01-16",130666.24
3955,2018-12-15,"2019-01-16",227.09
4005,2018-09-13,"2019-01-16",-510.54
4390,2018-07-28,"2019-01-16",254.71
6078,2019-01-02,"2019-01-16",1518.97
841,2016-09-28,"2019-01-17",41.09
3445,2018-10-15,"2019-01-17",578.52
3546,2018-09-24,"2019-01-17",12991.31
3575,2018-11-12,"2019-01-17",10039.5
4261,2018-12-21,"2019-01-17",2527.35
4314,2018-10-02,"2019-01-17",821.03
4362,2018-02-10,"2019-01-17",0
3143,2018-11-07,"2019-01-18",826.54
3321,2018-09-11,"2019-01-18",1984.88
3388,2018-06-09,"2019-01-18",3700.79
3528,2018-03-13,"2019-01-18",7416.13
3804,2018-05-03,"2019-01-18",363.11
3900,2018-08-12,"2019-01-18",3061.1
3951,2018-11-09,"2019-01-18",4499.72
3974,2018-06-04,"2019-01-18",8339.84
4458,2018-12-22,"2019-01-18",2978.19
1966,2017-12-18,"2019-01-19",1595.05
3126,2018-09-27,"2019-01-19",0
3216,2018-11-11,"2019-01-19",3409.94
3233,2018-10-27,"2019-01-19",7060.43
3296,2018-10-27,"2019-01-19",0
3786,2018-11-22,"2019-01-19",3486.72
4012,2018-09-23,"2019-01-19",23572.45
4034,2018-10-02,"2019-01-19",1254.88
4475,2018-11-24,"2019-01-19",511.2
2018,2017-10-28,"2019-01-20",4526.76
3169,2018-09-14,"2019-01-20",386.04
3771,2018-01-26,"2019-01-20",90.45
3822,2018-01-26,"2019-01-20",224.08
4109,2018-11-16,"2019-01-20",707.73
3422,2018-12-07,"2019-01-21",1410.14
3654,2018-12-24,"2019-01-21",15174.42
3998,2018-08-05,"2019-01-21",3537.09
4163,2018-09-22,"2019-01-21",0
4180,2018-11-05,"2019-01-21",29978.2
4207,2018-08-31,"2019-01-21",653.07
4660,2018-06-15,"2019-01-21",5817.49
3471,2018-07-29,"2019-01-22",44.87
3804,2018-05-03,"2019-01-22",4741.23
3897,2018-12-01,"2019-01-22",3492.02
4063,2018-10-10,"2019-01-22",5240.84
5986,2019-01-16,"2019-01-22",5592.69
4014,2018-09-23,"2019-01-23",-682.15
4107,2018-07-21,"2019-01-23",116946.07
4593,2018-12-27,"2019-01-23",7185.54
1860,2017-11-19,"2019-01-24",1845.39
3331,2018-08-19,"2019-01-24",707.4
3585,2018-08-06,"2019-01-24",182.8
3757,2018-04-02,"2019-01-24",50182.83
3814,2018-10-22,"2019-01-24",1456.7
4376,2018-11-16,"2019-01-24",673.98
4654,2018-01-26,"2019-01-24",19.93
1900,2017-07-18,"2019-01-25",1037.69
2713,2017-10-12,"2019-01-25",194.36
3499,2018-03-16,"2019-01-25",228.36
3934,2018-05-26,"2019-01-25",690.62
3954,2018-06-15,"2019-01-25",946.58
4042,2018-06-12,"2019-01-25",42852.79
4189,2018-12-30,"2019-01-25",1659.27
4244,2018-11-20,"2019-01-25",1315.13
4256,2018-02-27,"2019-01-25",18069.47
4360,2018-09-27,"2019-01-25",591.69
3207,2018-12-15,"2019-01-26",478.68
3208,2018-08-16,"2019-01-26",34542.49
3349,2018-09-17,"2019-01-26",1645.75
3995,2018-10-24,"2019-01-26",3143.49
4029,2018-09-11,"2019-01-26",3508.95
4480,2018-09-13,"2019-01-26",36.04
4577,2018-05-03,"2019-01-26",2317.45
5934,2019-01-04,"2019-01-26",749.79
3178,2018-10-17,"2019-01-27",4243.82
3227,2018-10-18,"2019-01-27",8298.82
3370,2018-02-07,"2019-01-27",256.09
4662,2018-10-22,"2019-01-27",120.57
4673,2018-12-20,"2019-01-27",9129.48
3422,2018-12-07,"2019-01-28",1145.31
3467,2018-08-02,"2019-01-28",0
3899,2018-01-10,"2019-01-28",427.51
4647,2018-10-25,"2019-01-28",22465.08
5285,2019-01-07,"2019-01-28",14020.69
3306,2018-12-28,"2019-01-29",1776.23
3944,2018-12-07,"2019-01-29",4406.47
4315,2018-06-30,"2019-01-29",752.28
4355,2018-06-08,"2019-01-29",28509.76
5107,2019-01-03,"2019-01-29",63184.72
2459,2017-04-16,"2019-01-30",303.98
2642,2017-12-29,"2019-01-30",39.64
2982,2017-11-09,"2019-01-30",4784.31
3453,2018-07-27,"2019-01-30",1060.29
3645,2018-06-21,"2019-01-30",730.83
3651,2018-10-26,"2019-01-30",1966.06
3805,2018-10-16,"2019-01-30",499.54
4155,2018-08-05,"2019-01-30",7.97
3028,2017-11-01,"2019-01-31",4536.05
3139,2018-09-13,"2019-01-31",6956.22
3324,2018-05-16,"2019-01-31",34909.09
3697,2018-04-26,"2019-01-31",1679.35
3804,2018-05-03,"2019-01-31",4036.65
4169,2018-07-22,"2019-01-31",3116.63
4758,2018-10-09,"2019-01-31",1545.77
5545,2019-01-19,"2019-01-31",16552.99
3168,2018-07-18,"2019-02-01",15927.83
3566,2018-05-20,"2019-02-01",0
3875,2018-05-06,"2019-02-01",1178.46
4248,2018-10-27,"2019-02-01",85794.32
4336,2018-05-08,"2019-02-01",27622.61
4538,2018-09-11,"2019-02-01",6589.79
4554,2018-04-23,"2019-02-01",2922.99
4615,2018-06-17,"2019-02-01",1451.47
5934,2019-01-04,"2019-02-01",1125.28
3138,2018-05-17,"2019-02-02",454.86
3535,2018-12-03,"2019-02-02",1036.6
3949,2018-09-11,"2019-02-02",126.53
4687,2018-12-03,"2019-02-02",12437.15
1714,2017-12-11,"2019-02-03",395.47
1947,2017-07-02,"2019-02-03",2065.51
3209,2018-12-15,"2019-02-03",5399.22
3440,2018-09-25,"2019-02-03",450.46
3672,2018-12-18,"2019-02-03",28820.05
3990,2018-11-15,"2019-02-03",3790.91
4168,2018-06-03,"2019-02-03",8028.29
4271,2018-11-30,"2019-02-03",2843.79
4297,2018-11-17,"2019-02-03",6587.17
4561,2018-12-14,"2019-02-03",1464.8
4667,2018-07-13,"2019-02-03",493.33
2805,2017-12-02,"2019-02-04",95.03
3178,2018-10-17,"2019-02-04",15648.15
3215,2018-09-24,"2019-02-04",9563.79
3411,2018-08-16,"2019-02-04",704.59
3463,2018-07-23,"2019-02-04",18931.57
3865,2018-07-28,"2019-02-04",9.86
4444,2018-11-18,"2019-02-04",7827.72
3212,2018-07-03,"2019-02-05",703.75
3385,2018-07-25,"2019-02-05",7413.34
3893,2018-09-25,"2019-02-05",2189.31
4001,2018-10-22,"2019-02-05",4809.06
4004,2018-10-20,"2019-02-05",6000.53
4302,2018-08-16,"2019-02-05",7957.78
3763,2018-10-15,"2019-02-06",117.97
4205,2018-04-28,"2019-02-06",13286.41
4260,2018-12-07,"2019-02-06",9964.63
4422,2018-04-25,"2019-02-06",5939.88
3746,2018-12-14,"2019-02-07",371.94
4506,2018-05-01,"2019-02-07",2594.93
4562,2018-03-13,"2019-02-07",1497.68
4755,2018-12-25,"2019-02-07",7615.98
4758,2018-10-09,"2019-02-07",16749.83
6189,2019-01-09,"2019-02-07",5205.88
2070,2017-12-08,"2019-02-08",2926.63
3723,2018-12-29,"2019-02-08",236.14
3956,2018-12-01,"2019-02-08",439.81
4087,2018-01-28,"2019-02-08",910.17
678,2016-12-15,"2019-02-09",424.16
2681,2017-11-08,"2019-02-09",48679.35
4113,2018-05-10,"2019-02-09",280.77
4322,2018-07-20,"2019-02-09",32689.02
4551,2018-11-10,"2019-02-09",2242.73
4781,2019-01-12,"2019-02-09",942.11
3228,2018-11-18,"2019-02-10",46954.4
3432,2018-02-17,"2019-02-10",1227.06
3452,2018-04-27,"2019-02-10",0
3668,2018-09-17,"2019-02-10",10.54
3719,2018-12-21,"2019-02-10",356.08
3818,2018-12-14,"2019-02-10",6217.41
3932,2018-08-16,"2019-02-10",1290.04
4050,2018-11-04,"2019-02-10",4060.72
4597,2018-02-26,"2019-02-10",509.58
6445,2019-01-25,"2019-02-10",1298.09
3155,2018-12-05,"2019-02-11",3204.12
3593,2018-11-07,"2019-02-11",-323.15
3845,2018-11-27,"2019-02-11",4802.9
3900,2018-08-12,"2019-02-11",4095.6
4204,2018-06-07,"2019-02-11",-488.4
4281,2018-11-29,"2019-02-11",549.13
4664,2018-08-16,"2019-02-11",7941.59
3121,2018-06-05,"2019-02-12",2177.14
3165,2018-11-10,"2019-02-12",44838.88
3184,2018-02-09,"2019-02-12",251.31
3235,2018-09-19,"2019-02-12",24709.13
3497,2018-11-19,"2019-02-12",27163.07
4075,2018-06-29,"2019-02-12",18050.49
4118,2018-08-28,"2019-02-12",1351.49
4799,2019-01-14,"2019-02-12",3102.76
5206,2019-01-23,"2019-02-12",879.76
2609,2017-08-17,"2019-02-13",1260.4
2982,2017-11-09,"2019-02-13",6411.18
3978,2018-09-23,"2019-02-13",0
4513,2018-10-15,"2019-02-13",0
4614,2018-03-13,"2019-02-13",369.7
4665,2018-04-29,"2019-02-13",0
6039,2019-01-10,"2019-02-14",43241.35
3147,2018-02-22,"2019-02-15",499.96
3147,2018-02-22,"2019-02-15",419.7
3296,2018-10-27,"2019-02-15",1953.53
3456,2018-10-20,"2019-02-15",4359.35
3460,2018-11-28,"2019-02-15",494.14
4059,2018-11-07,"2019-02-15",538.21
5055,2019-01-02,"2019-02-15",3342.74
3057,2017-09-07,"2019-02-16",5034.05
3493,2018-01-23,"2019-02-16",2613.4
3973,2018-12-05,"2019-02-16",472.1
4148,2018-01-23,"2019-02-16",1749
4252,2018-05-31,"2019-02-16",206.93
4379,2018-12-18,"2019-02-16",906.11
3582,2018-09-05,"2019-02-17",5023.17
4191,2018-10-07,"2019-02-17",55790.56
4379,2018-12-18,"2019-02-17",1045.75
3932,2018-08-16,"2019-02-18",1366.3
4143,2018-08-30,"2019-02-18",1312.03
4252,2018-05-31,"2019-02-18",5268.38
4662,2018-10-22,"2019-02-18",1495.43
5025,2019-01-04,"2019-02-18",18921.75
2491,2017-08-02,"2019-02-19",1019.04
3341,2018-11-27,"2019-02-19",338.1
3491,2018-11-02,"2019-02-19",145.98
3581,2018-09-18,"2019-02-19",586.37
3710,2018-06-05,"2019-02-19",49.54
4003,2018-12-07,"2019-02-19",2408.78
4257,2018-02-02,"2019-02-19",102018.79
4578,2018-11-25,"2019-02-19",969.78
4683,2018-08-06,"2019-02-19",10243.07
5387,2019-01-12,"2019-02-19",1409.01
3156,2018-10-23,"2019-02-20",3384.4
3176,2018-11-15,"2019-02-20",1028.72
3273,2018-10-03,"2019-02-20",2050.41
3287,2018-05-05,"2019-02-20",0
4311,2018-11-22,"2019-02-20",25122.25
4404,2018-10-26,"2019-02-20",1904.63
4600,2018-12-29,"2019-02-20",2955.59
5042,2019-01-01,"2019-02-20",8115.51
2501,2017-03-26,"2019-02-21",597.82
3305,2018-08-22,"2019-02-21",0
3449,2018-07-14,"2019-02-21",8207.46
3549,2018-06-24,"2019-02-21",28641.66
3558,2018-05-14,"2019-02-21",1355.49
3908,2018-08-01,"2019-02-21",470.11
4194,2018-11-30,"2019-02-21",4565.36
4497,2018-06-13,"2019-02-21",667.01
4688,2018-11-07,"2019-02-21",4188.54
3299,2018-12-01,"2019-02-22",606.44
3421,2018-12-23,"2019-02-22",614.25
3676,2018-10-12,"2019-02-22",3963.25
3742,2018-11-17,"2019-02-22",10368.7
4352,2018-03-30,"2019-02-22",-671.87
4383,2018-06-17,"2019-02-22",6025.39
4804,2019-01-20,"2019-02-22",6270.03
3377,2018-06-05,"2019-02-23",1402.54
3874,2018-07-16,"2019-02-23",13323.21
4067,2018-11-08,"2019-02-23",2419.94
4713,2018-03-24,"2019-02-23",574.85
3275,2018-09-23,"2019-02-24",488.45
3455,2018-10-27,"2019-02-24",82644.01
3482,2018-02-04,"2019-02-24",15528.15
